epochs,training_loss
0,0.026251667314103215
1,0.025350300187710676
2,0.02445726541389541
3,0.023566241675077683
4,0.022673240218533793
5,0.021776192156142887
6,0.020874446044961747
7,0.019968438384239562
8,0.019059530245034366
9,0.01814979484135455
10,0.017241807053241333
11,0.016338458813234782
12,0.015442804404301567
13,0.014557943266647104
14,0.013686914723869202
15,0.012832622379143933
16,0.01199778975371208
17,0.01118492972984148
18,0.010396333480126817
19,0.009634064573963933
20,0.008899962089675351
21,0.008195669244411296
22,0.007522748490208125
23,0.0068828701173929
24,0.006277709455885501
25,0.005708458592959108
26,0.0051755591064813235
27,0.004678887886753231
28,0.004218001030742678
29,0.003792270100430787
30,0.0034009531493872855
31,0.0030432157547527986
32,0.0027181283795388563
33,0.0024246525602972155
34,0.002161634058624755
35,0.0019278165682408146
36,0.0017218565650513158
37,0.001542308102629746
38,0.0013876050769051124
39,0.0012560529519098711
40,0.0011458456799366768
41,0.00105508883519757
42,0.0009818030793708617
43,0.0009239090505120245
44,0.0008792296702763863
45,0.0008455662791675423
46,0.0008208221235938913
47,0.0008030968828775671
48,0.000790739979823808
49,0.0007823706359472865
50,0.000776875512904305
51,0.0007733898786765085
52,0.0007712660793582805
53,0.0007700372336991925
54,0.0007693792129595586
55,0.00076907484683695
56,0.0007689837235706031
57,0.0007690171982258935
58,0.0007691200292935139
59,0.0007692587707259176
60,0.0007694138152642569
61,0.0007695737168350288
62,0.0007697318165314343
63,0.0007698838619696536
64,0.0007700282929528678
65,0.0007701643444306682
66,0.000770292478426365
67,0.000770413096977956
68,0.0007705269025874178
69,0.0007706349554361872
70,0.0007707382183484283
71,0.0007708372590968795
72,0.000770933161881906
73,0.0007710262389495753
74,0.0007711172551022502
75,0.0007712067624032153
76,0.000771295359175962
77,0.0007713832363730363
78,0.0007714705365370638
79,0.0007715578051581608
80,0.0007716449411997349
81,0.0007717322005605224
82,0.0007718197892824141
83,0.0007719077974053852
84,0.0007719963751614242
85,0.0007720854758355763
86,0.000772175058293876
87,0.0007722650634191684
88,0.000772355393688816
89,0.0007724462187649228
90,0.0007725374785794968
91,0.00077262937925711
92,0.0007727216525381662
93,0.0007728143329834645
94,0.0007729075570585502
95,0.0007730012257525232
96,0.0007730951595642015
97,0.000773189434105668
98,0.0007732839887715022
99,0.0007733789175703846
100,0.0007734739688203263
101,0.000773569105810814
102,0.0007736643193228781
103,0.000773759918129971
104,0.0007738558006994107
105,0.0007739519261866176
106,0.0007740480920223159
107,0.0007741446049956057
108,0.0007742411171834235
109,0.0007743376356136817
110,0.0007744341545813686
111,0.0007745308793842428
112,0.0007746275432509719
113,0.0007747242564784591
114,0.0007748206642397484
115,0.000774917211071046
116,0.0007750141059907701
117,0.0007751110062434405
118,0.000775207707771518
119,0.0007753044422481085
120,0.000775401142618648
121,0.0007754978391031647
122,0.0007755942205304484
123,0.0007756906005934898
124,0.0007757870087681856
125,0.000775883366300563
126,0.00077597976215574
127,0.000776076225520228
128,0.000776172635596595
129,0.0007762689177235932
130,0.0007763650710330694
131,0.0007764611150791595
132,0.0007765571334113536
133,0.0007766529035341757
134,0.0007767485808471973
135,0.0007768441642342209
136,0.0007769398004959589
137,0.0007770353629232636
138,0.0007771307816504055
139,0.0007772261016560317
140,0.0007773213653143268
141,0.0007774164014749244
142,0.0007775112256405752
143,0.0007776058357855867
144,0.0007777005286532748
145,0.0007777951370206379
146,0.000777889439591077
147,0.0007779836832510641
148,0.0007780778118186306
149,0.0007781717995798811
150,0.0007782657247100194
151,0.0007783593907995303
152,0.0007784529597798112
153,0.0007785464118900231
154,0.0007786397405983404
155,0.000778732839080476
156,0.0007788256881543599
157,0.0007789184363156728
158,0.0007790109518943858
159,0.0007791033994676998
160,0.0007791956437276066
161,0.0007792877291980072
162,0.0007793795810109505
163,0.000779471165556474
164,0.000779562511194275
165,0.0007796537801037962
166,0.0007797448651713653
167,0.0007798356767290733
168,0.0007799262270137577
169,0.0007800164815059608
170,0.0007801067012720027
171,0.0007801968436483136
172,0.0007802868622506635
173,0.0007803766986646885
174,0.0007804662028237626
175,0.0007805556075171894
176,0.0007806448553641201
177,0.0007807338069224813
178,0.0007808225437160713
179,0.0007809110534253705
180,0.0007809994705315728
181,0.0007810877668816829
182,0.000781175728124336
183,0.0007812635287998339
184,0.0007813511059463383
185,0.0007814385580786619
186,0.000781525943983235
187,0.0007816130252070827
188,0.0007816999048951733
189,0.0007817864759338341
190,0.0007818727423744514
191,0.0007819588289004804
192,0.0007820447129399162
193,0.0007821304399261535
194,0.0007822158196507767
195,0.000782300991555861
196,0.000782386044234458
197,0.0007824708251395019
198,0.0007825553816887393
199,0.0007826397381904828
200,0.0007827238710392108
