epochs,training_loss
0,0.13260817605587574
1,0.053203933941795234
2,0.037106137370221
3,0.027693206201626443
4,0.02054078150892191
5,0.015151891506625595
6,0.011366008812221136
7,0.008850447303175416
8,0.007208669165282568
9,0.00610502660822936
10,0.005318240154463249
11,0.004719841402297235
12,0.004240372067356396
13,0.0038420963805637226
14,0.0035057887198091248
15,0.0032180275243163282
16,0.0029721422260223394
17,0.002762825725932546
18,0.0025846143065739124
19,0.0024341648692168256
20,0.0023072702597861715
21,0.0022007221800835015
22,0.002113742405492167
23,0.002045467760140679
24,0.001992778538496131
25,0.0019543833766843197
26,0.00193051682311417
27,0.001918999139304311
28,0.0019156052637777986
29,0.001917453636509512
30,0.0019225434184806539
31,0.001929756823181568
32,0.001938324786030897
33,0.0019481423008121078
34,0.001958300208308158
35,0.00196930975841649
36,0.0019822213111372637
37,0.001995381607096696
38,0.0020078105038782916
39,0.002019662423748415
40,0.002031427992284406
41,0.002043088453564782
42,0.002053597365671532
43,0.0020624632845872284
44,0.0020697193424489262
45,0.002075757930018923
46,0.0020807556160644903
47,0.0020847762201379747
48,0.002087923603649171
49,0.00209037466311149
50,0.0020922535692941874
51,0.0020936597315621467
52,0.002094724456506453
53,0.0020955210291535584
54,0.002096126703417596
55,0.002096600938390542
56,0.0020969743399296735
57,0.0020972694302276535
58,0.00209750724166384
59,0.0020977041276637465
60,0.002097868857026434
61,0.002098008440645961
62,0.0020981272311095213
63,0.0020982277847091655
64,0.0020983132730894908
65,0.0020983873677071227
66,0.002098454784122807
67,0.0020985137715981467
68,0.002098564806695748
69,0.002098609718448359
70,0.0020986516272912953
71,0.002098689491845764
72,0.0020987235314166982
73,0.00209875552810061
74,0.0020987839958189064
75,0.0020988086564533654
76,0.0020988316525842434
77,0.00209885289767391
78,0.0020988722943507047
79,0.0020988912039336806
80,0.0020989071553562245
81,0.0020989217857340344
82,0.0020989334211426363
83,0.0020989461980943135
84,0.002098957248801915
85,0.002098968322523412
86,0.002098978068740134
87,0.0020989861675118223
88,0.002098994290475017
89,0.00209900306277327
90,0.0020990091277760144
91,0.0020990145762822448
92,0.002099020164049462
93,0.0020990260952418785
94,0.0020990308412859445
95,0.002099035507420648
96,0.0020990403622760294
97,0.0020990428824658705
98,0.0020990465832282012
99,0.002099050017345611
100,0.002099052472127537
101,0.0020990561443916655
102,0.0020990580596928782
103,0.0020990599657414277
104,0.0020990623557547144
105,0.0020990635386151342
106,0.0020990671290520772
107,0.0020990663149186833
108,0.0020990702123758033
109,0.0020990703945691466
110,0.0020990716197562937
111,0.0020990743204571762
112,0.0020990749457689547
113,0.002099075758623799
114,0.0020990757694241803
115,0.002099077800636023
116,0.0020990772587664405
117,0.0020990781703724313
118,0.0020990795454527166
119,0.0020990808530053865
120,0.0020990811961277707
121,0.0020990813494528066
122,0.0020990823505909286
123,0.0020990816805635535
124,0.0020990834842608283
125,0.002099084114720452
126,0.0020990838370732747
127,0.0020990848166779264
128,0.0020990839416115425
129,0.0020990848939628957
130,0.0020990851153875295
131,0.0020990848102851777
132,0.002099085208486141
133,0.002099085391352406
134,0.00209908596733908
135,0.002099087803773959
136,0.002099086634876648
137,0.002099087795530677
138,0.0020990861115796826
139,0.0020990876045557157
140,0.0020990869404163984
141,0.002099087959588801
142,0.0020990887695500854
143,0.0020990877359098824
144,0.002099088354055054
145,0.002099089028523707
146,0.002099088506000601
147,0.0020990892403255717
148,0.002099087125536948
149,0.0020990885421364553
150,0.0020990883632740712
151,0.0020990891207811673
152,0.0020990888148376646
153,0.002099089281811147
154,0.0020990882002926204
155,0.0020990884763584334
156,0.002099088192453091
157,0.002099088614643686
158,0.0020990885770946974
159,0.0020990884629336613
160,0.0020990892998454286
161,0.0020990882301366635
162,0.002099088785498311
163,0.002099089061732355
164,0.002099088586448299
165,0.0020990898641569246
166,0.0020990889287631786
167,0.0020990892497128187
168,0.002099089087875334
169,0.0020990886454971104
170,0.0020990885660251484
171,0.002099088355064435
172,0.0020990888211631213
173,0.002099088724531675
174,0.0020990890388193975
175,0.0020990889468983976
176,0.0020990887770868
177,0.0020990886271600156
178,0.0020990889306473576
179,0.0020990884959067877
180,0.00209908905735837
181,0.002099089229289668
182,0.0020990884121617768
183,0.0020990894525984814
184,0.0020990888130207777
185,0.0020990883520026447
186,0.0020990886710344605
187,0.002099088303888798
188,0.0020990886811282743
189,0.0020990890616650634
190,0.002099089114321126
191,0.0020990891050348174
192,0.002099089593743647
193,0.002099088785969356
194,0.0020990882999522105
195,0.0020990891672463584
196,0.0020990889913111792
197,0.002099088937645735
198,0.0020990892666704264
199,0.00209908856141564
200,0.0020990882850133656
